LOCAL TIME ,CLASSES
2023-03-30 13:58:24,[          3]
LOCAL TIME ,CLASSES
2023-03-30 13:58:25,[          3]
LOCAL TIME ,CLASSES
2023-03-30 13:58:25,[          3]
LOCAL TIME ,CLASSES
2023-03-30 13:58:26,[          3]
LOCAL TIME ,CLASSES
2023-03-30 13:58:27,[          1]
LOCAL TIME ,CLASSES
2023-03-30 13:58:28,[]
LOCAL TIME ,CLASSES
2023-03-30 13:58:28,[]
LOCAL TIME ,CLASSES
2023-03-30 13:58:29,[]
LOCAL TIME ,CLASSES
2023-03-30 13:58:30,[          1]
LOCAL TIME ,CLASSES
2023-03-30 13:58:30,[]
LOCAL TIME ,CLASSES
2023-03-30 13:58:31,[]
LOCAL TIME ,CLASSES
2023-03-30 13:58:32,[]
LOCAL TIME ,CLASSES
2023-03-30 13:58:33,[]
LOCAL TIME ,CLASSES
2023-03-30 13:58:34,[]
LOCAL TIME ,CLASSES
2023-03-30 13:58:35,[]
LOCAL TIME ,CLASSES
2023-03-30 13:58:35,[]
LOCAL TIME ,CLASSES
2023-03-30 13:58:36,[]
LOCAL TIME ,CLASSES
2023-03-30 13:58:37,[]
LOCAL TIME ,CLASSES
2023-03-30 13:58:37,[]
LOCAL TIME ,CLASSES
2023-03-30 13:58:38,[]
LOCAL TIME ,CLASSES
2023-03-30 13:58:39,[]
LOCAL TIME ,CLASSES
2023-03-30 13:58:40,[]
LOCAL TIME ,CLASSES
2023-03-30 13:58:40,[]
LOCAL TIME ,CLASSES
2023-03-30 13:58:41,[]
LOCAL TIME ,CLASSES
2023-03-30 13:58:42,[]
LOCAL TIME ,CLASSES
2023-03-30 13:58:43,[]
LOCAL TIME ,CLASSES
2023-03-30 13:58:43,[]
LOCAL TIME ,CLASSES
2023-03-30 13:58:44,[]
LOCAL TIME ,CLASSES
2023-03-30 13:58:45,[]
LOCAL TIME ,CLASSES
2023-03-30 13:58:46,[]
LOCAL TIME ,CLASSES
2023-03-30 13:58:46,[]
LOCAL TIME ,CLASSES
2023-03-30 13:58:47,[]
LOCAL TIME ,CLASSES
2023-03-30 13:58:48,[]
LOCAL TIME ,CLASSES
2023-03-30 13:58:48,[]
LOCAL TIME ,CLASSES
2023-03-30 13:58:49,[]
LOCAL TIME ,CLASSES
2023-03-30 13:58:50,[]
LOCAL TIME ,CLASSES
2023-03-30 13:58:51,[]
LOCAL TIME ,CLASSES
2023-03-30 13:58:51,[]
LOCAL TIME ,CLASSES
2023-03-30 13:58:52,[]
LOCAL TIME ,CLASSES
2023-03-30 13:58:53,[]
LOCAL TIME ,CLASSES
2023-03-30 13:58:54,[]
LOCAL TIME ,CLASSES
2023-03-30 13:58:54,[]
LOCAL TIME ,CLASSES
2023-03-30 13:58:55,[]
LOCAL TIME ,CLASSES
2023-03-30 13:58:56,[]
LOCAL TIME ,CLASSES
2023-03-30 13:58:56,[]
LOCAL TIME ,CLASSES
2023-03-30 13:58:57,[]
LOCAL TIME ,CLASSES
2023-03-30 13:58:58,[]
LOCAL TIME ,CLASSES
2023-03-30 13:58:59,[]
LOCAL TIME ,CLASSES
2023-03-30 13:58:59,[]
LOCAL TIME ,CLASSES
2023-03-30 13:59:00,[]
2023-03-30 14:00:03,[          1]
LOCAL TIME ,CLASSES
2023-03-30 14:00:04,[          1]
LOCAL TIME ,CLASSES
2023-03-30 14:00:05,[]
LOCAL TIME ,CLASSES
2023-03-30 14:00:06,[]
LOCAL TIME ,CLASSES
2023-03-30 14:00:07,[]
LOCAL TIME ,CLASSES
2023-03-30 14:00:07,[]
LOCAL TIME ,CLASSES
2023-03-30 14:00:08,[          0]
LOCAL TIME ,CLASSES
2023-03-30 14:00:09,[          0]
LOCAL TIME ,CLASSES
2023-03-30 14:00:10,[          1]
LOCAL TIME ,CLASSES
2023-03-30 14:00:11,[]
LOCAL TIME ,CLASSES
2023-03-30 14:00:12,[          3]
LOCAL TIME ,CLASSES
2023-03-30 14:00:13,[          3]
LOCAL TIME ,CLASSES
2023-03-30 14:00:14,[]
LOCAL TIME ,CLASSES
2023-03-30 14:00:15,[          3]
LOCAL TIME ,CLASSES
2023-03-30 14:00:16,[]
LOCAL TIME ,CLASSES
2023-03-30 14:00:16,[]
LOCAL TIME ,CLASSES
2023-03-30 14:00:17,[          3]
LOCAL TIME ,CLASSES
2023-03-30 14:00:18,[          0]
LOCAL TIME ,CLASSES
2023-03-30 14:01:23,[          1]
2023-03-30 14:01:24,[]
