Local time,Classes
2023-05-07 08:06:52 PM,[          0]
2023-05-07 08:06:52 PM,[          0]
2023-05-07 08:07:02 PM,[          3]
2023-05-07 08:07:03 PM,[          3]
2023-05-07 08:07:03 PM,[          3]
2023-05-07 08:07:32 PM,[          1]
